1200.GN01P.o,1200.GN04P,1200.GN04P.o,1200.GN05P,1200.GN06P.o,1200.GN07P,1200.GN07P.o,1200.GN08P,1200.GN09P,1200.GN09P.o,1200.GN05P.o,1200.GN06P,1200.GN08P.o,1200.GN02P,1200.GN01P,1200.GN02P.o,1200.GN03P,1200.GN03P.o
0,0.249021697221397,0.242263510552423,0.283696172875393,0.271297637265851,0.28415714749372,0.274718841670646,0.294883030272163,0.30153252680612,0.30272054001612,0.275023122510231,0.270492932834098,0.289610997436399,0.134597156213535,0.0241433460075197,0.129708948389988,0.224999227530171,0.233501924555185
0.249021697221397,0,0.0262433279399917,0.101029963552859,0.0955203101364837,0.0927520257470139,0.0915199010959688,0.113490278472974,0.136515913300674,0.149619524453456,0.0983864765958535,0.0788620453357411,0.109292332118248,0.132777703857081,0.236573020454402,0.145794130133716,0.0826137788303584,0.0818202379212987
0.242263510552423,0.0262433279399917,0,0.102509686542196,0.095058221214175,0.0985166536149343,0.0932053367673851,0.123339993155,0.143050479076184,0.153358679241377,0.0971294249002767,0.0831313995968881,0.116587771620355,0.124442420470335,0.230808829500451,0.137003085776476,0.0744035620164682,0.073698352824318
0.283696172875393,0.101029963552859,0.102509686542196,0,0.0391231227988624,0.0709760271354491,0.0583021778419004,0.10798745375003,0.126695698077084,0.135745647323014,0.0276401290960973,0.0452342622162359,0.0993251270648486,0.18228440702753,0.273318697838592,0.196822813499334,0.142911409211363,0.14403214959642
0.271297637265851,0.0955203101364837,0.095058221214175,0.0391231227988624,0,0.0696617102388801,0.0520245948465209,0.109900359650497,0.123864990738803,0.129656584216233,0.0389888313941881,0.0324476269211731,0.0983615598137263,0.17086079444144,0.261728619453212,0.185721349843633,0.137626564707753,0.139035570247074
0.28415714749372,0.0927520257470139,0.0985166536149343,0.0709760271354491,0.0696617102388801,0,0.0299839608115227,0.0625222176329724,0.0775637844273431,0.0877903987123302,0.0803055526659764,0.0564566994018541,0.0534714541859977,0.182503542548497,0.273487304745024,0.197804434793885,0.142473405815142,0.141862585925805
0.274718841670646,0.0915199010959688,0.0932053367673851,0.0583021778419004,0.0520245948465209,0.0299839608115227,0,0.0773649679930932,0.0883474116100239,0.0950355809492738,0.0633756835420271,0.0464879528246667,0.063565427773008,0.172641847506995,0.264644549311294,0.188217787103336,0.135362838981848,0.135882224223599
0.294883030272163,0.113490278472974,0.123339993155,0.10798745375003,0.109900359650497,0.0625222176329724,0.0773649679930932,0,0.054485805283795,0.0759219095563363,0.117411239518451,0.0925157272134857,0.0291822340177882,0.201635295451642,0.282591533030306,0.216522250102704,0.165166699647874,0.164741644123927
0.30153252680612,0.136515913300674,0.143050479076184,0.126695698077084,0.123864990738803,0.0775637844273431,0.0883474116100239,0.054485805283795,0,0.0350981003115914,0.133828351938812,0.110135985220947,0.0508116535843646,0.212875499967227,0.290531290804855,0.227457212249363,0.179434593346899,0.17829501887037
0.30272054001612,0.149619524453456,0.153358679241377,0.135745647323014,0.129656584216233,0.0877903987123302,0.0950355809492738,0.0759219095563363,0.0350981003115914,0,0.142165847022128,0.120423480929553,0.0656384126062198,0.218046263146691,0.293055091183716,0.232197452700206,0.190522765149311,0.188743702900233
0.275023122510231,0.0983864765958535,0.0971294249002767,0.0276401290960973,0.0389888313941881,0.0803055526659764,0.0633756835420271,0.117411239518451,0.133828351938812,0.142165847022128,0,0.0469804909976038,0.107071393441746,0.171653154606006,0.264737054274642,0.185790860055285,0.133042523269297,0.134216337297996
0.270492932834098,0.0788620453357411,0.0831313995968881,0.0452342622162359,0.0324476269211731,0.0564566994018541,0.0464879528246667,0.0925157272134857,0.110135985220947,0.120423480929553,0.0469804909976038,0,0.083228232454007,0.167502919473323,0.259574359259925,0.182551841038613,0.129973675335977,0.130611682131662
0.289610997436399,0.109292332118248,0.116587771620355,0.0993251270648486,0.0983615598137263,0.0534714541859977,0.063565427773008,0.0291822340177882,0.0508116535843646,0.0656384126062198,0.107071393441746,0.083228232454007,0,0.194092104761328,0.277981520710687,0.209205850212074,0.15766199788023,0.157282628170707
0.134597156213535,0.132777703857081,0.124442420470335,0.18228440702753,0.17086079444144,0.182503542548497,0.172641847506995,0.201635295451642,0.212875499967227,0.218046263146691,0.171653154606006,0.167502919473323,0.194092104761328,0,0.124807261689118,0.022486790013858,0.0966237056206666,0.10519706467712
0.0241433460075197,0.236573020454402,0.230808829500451,0.273318697838592,0.261728619453212,0.273487304745024,0.264644549311294,0.282591533030306,0.290531290804855,0.293055091183716,0.264737054274642,0.259574359259925,0.277981520710687,0.124807261689118,0,0.120727610651314,0.213611125593792,0.222102440471437
0.129708948389988,0.145794130133716,0.137003085776476,0.196822813499334,0.185721349843633,0.197804434793885,0.188217787103336,0.216522250102704,0.227457212249363,0.232197452700206,0.185790860055285,0.182551841038613,0.209205850212074,0.022486790013858,0.120727610651314,0,0.104526895263767,0.111639349187064
0.224999227530171,0.0826137788303584,0.0744035620164682,0.142911409211363,0.137626564707753,0.142473405815142,0.135362838981848,0.165166699647874,0.179434593346899,0.190522765149311,0.133042523269297,0.129973675335977,0.15766199788023,0.0966237056206666,0.213611125593792,0.104526895263767,0,0.0258723054357859
0.233501924555185,0.0818202379212987,0.073698352824318,0.14403214959642,0.139035570247074,0.141862585925805,0.135882224223599,0.164741644123927,0.17829501887037,0.188743702900233,0.134216337297996,0.130611682131662,0.157282628170707,0.10519706467712,0.222102440471437,0.111639349187064,0.0258723054357859,0
